公司名稱,網址,標籤資訊,品牌名稱,主要產品,攤位號碼
歐特明電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DBF2E9BD29A9CCBDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=789,"AI, AMR, AutonomousVehicles, SmartCar",oToBrite,,
正宇科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0578FCAEBF93CFA8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=790,"Gaming, SmartHome, SpaceTech",HIYATEK,"手持裝置立架,電腦散熱裝置及風扇,其他電腦儲存裝置及媒體,其他電腦周邊",
正文科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/53134C42EEF7A455C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=791,"AI, AI Service, BigData, ChatBot, Cloud, GenerativeAI",DR. AI,DR. AI,
民傑資科股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A2FA0152510C556EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=796,"AI, EnergyStorage, SmartHome",Maktar,"隨身碟,其他電腦儲存裝置及媒體",
民雄國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1EB93B5F820F445AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=797,other,,交換式電源供應器,
永吉電腦股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4188A0E4DC682F85C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=798,other,Keydex,"其他電腦周邊,USB介面轉接頭、線材及集線器",
永新電線電纜股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/47B3AFA54E9A15E3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=799,other,,其他網通產品,
永陽科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/31795BF8763D3683C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=800,"Cloud, DataCenter, EdgeComputing, HPC",YEONG YANG,電腦機殼,
江波龍電子（香港）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4C348648ACA48902C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=802,"AI, DataCenter, Gaming, IoT, Mobile, SmartCar","Lexar,FORESEE,","伺服器,固態硬碟,外接硬碟,記憶卡,動態隨機存取記憶體,智慧座艙,電競記憶卡,工業用記憶體",
江蘇嘉視電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BE17014FCCA2DAA7B3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=803,Edge,,工業平板電腦,
江蘇挪森塞特科技發展有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/958F5AAE392D3C559FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=804,"5G&Beyond, CyberSecurity",,其他網通產品,
江蘇英曼電子工業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A9110E3C759C0403E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=805,5G&Beyond,,"其他網通產品,5G/5G-A/6G 相關產品",
江門市恒基工藝科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E90EEC508FF90D92E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=806,Evs,,"其他電腦周邊,滑鼠墊及護腕墊",
汰興國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5E6C697C545C2190C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=807,"Gaming, Semiconductor",,動態隨機存取記憶體,
沅琮科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DEE2C759E1A8660CC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=809,SmartHome,AEROMAX,無線音源接收器 / 轉換器 / 發射器,
泓格科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DF8D49B7148006FFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=813,"AI, BigData, EdgeComputing, GreenTech, SDGs",ICP DAS,網路集線器,
泓洲實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/80C922D10F847A58C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=814,"DataCenter, other",,"USB介面轉接頭、線材及集線器,其他網通產品,光纖",
泓瑜科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/50F9748C5A323B17C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=815,"EdgeComputing, Embedded",Winsonic,"自動及工業控制器模組,工業用電腦,人機介面,工業平板電腦",
泛聯科技(深圳)有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/ECE154D7930D87CAEBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=818,"ChatBot, DataCenter, GenerativeAI, QuantumComputing",,"準系統及迷你電腦,桌上型電腦,筆記型電腦,工業用電腦,其他特殊電腦系統,個人電腦主機板",
波克夏科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9F4A93A8BA41ADD0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=819,"AR/VR/MR/XR, DataCenter",,,
泰明電子有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A2756E66F43C6165C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=823,"6G, Embedded, SmartCity, SpaceTech",,"工業用電腦,崁入式系統及周邊",
洋華光電股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7BBE3ABE4384EEDCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=825,"Drone, SmartCity, SmartHome, SmartRetail",,工業用電腦,
洞見未來科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3E3311D18B906876C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=826,"AI, AR/VR/MR/XR, EdgeComputing, Gaming, Healthcare",,"VR頭盔,VR / AR / MR眼鏡",
派恩科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/875A5C08A536E9FAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=827,"DataCenter, Security",Reach Technology,網路交換器,
派麗有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E210CD774EC3DCA2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=828,other,,,
浙江兆龍互連科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5828983C4585D6DC6AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=829,"5G&Beyond, CyberSecurity",,其他網通產品,
浩暘工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/00F260A5C699A5D6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=831,other,,其他網通產品,
浩辰企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/93AD758EA56F8E31C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=832,"AI, Gaming, Security, XR, ZeroTrust",aidata,其他電腦周邊,
海韻電子工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/AFF1B381A4C82073C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=833,"AI, ESG, Gaming",Seasonic,電腦電源,
深圳中科德能科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/83C44B7511591D769FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=834,DataCenter,,網路交換器,
深圳佰維存儲科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5ECECC9A746ABF7EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=835,"Embedded, QuantumComputing",BIWIN,"IC設計、封裝及代工,讀卡機,其他電腦零組件,固態硬碟,外接硬碟,記憶卡,動態隨機存取記憶體,電子競技",
深圳創盈芯實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/298AF0C0FEB47C000ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=836,GenerativeAI,,"準系統及迷你電腦,桌上型電腦,筆記型電腦,工業用電腦,其他特殊電腦系統",
深圳奧斯艾科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6B07CEA7777DE0C116AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=838,Gaming,ALSEYE,"散熱片及熱導管,導熱膏 / 散熱膏,電腦機殼,電腦散熱裝置及風扇,其他電腦周邊,水冷式散熱系統,電競其他週邊",
深圳宏芯宇電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8E3479450358759DCAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=839,"5G&Beyond, DataCenter, Embedded, GenerativeAI, SmartCar",,"嵌入式處理器,IC設計、封裝及代工,固態硬碟,隨身碟,記憶卡,動態隨機存取記憶體",
深圳巨隆電子有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/37D6A0D9EB4E5CDA0ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=840,SmartRetail,Gilong,"銷售點管理系統,POS PC",
深圳市久盟電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B2BDFB8BDDFD196366B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=841,QuantumComputing,,"電腦機殼,電腦電源",
深圳市企順創新科技發展有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/48F205DDF198D0FEEBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=842,Gaming,Qishun,"電競耳機/耳機麥克風/麥克風,電競其他週邊",
深圳市佰鎰科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/95F387CBFE7DFA8866B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=843,"Embedded, QuantumComputing",,"電腦散熱裝置及風扇,其他電腦零組件,電腦線材及連接器,水冷式散熱系統",
深圳市倍控工控有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DFC57EFFE8CABB6716AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=844,"GenerativeAI, QuantumComputing",倍控,"準系統及迷你電腦,桌上型電腦,工業用電腦",
深圳市億萊頓科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C52EA3F99D5A019B9FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=845,"BigData, ChatBot, DataCenter, GenerativeAI, QuantumComputing",,多媒體機台,
深圳市億道數碼技術有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EC460EBDCE81F7630ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=846,GenerativeAI,EMDOOR,"平板電腦,筆記型電腦",
深圳市光網視科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5A838A112D4092A4E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=847,"BigData, GenerativeAI",,"交換式電源供應器,電源適配器,網路交換器",
深圳市冠碩時代科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CEC14D89F96282F7CAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=848,Semiconductor,CSE,"其他網通產品,用戶交換機",
深圳市匯科源電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5F3A8C3E5900CAF616AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=850,"BigData, GenerativeAI",,"交換式電源供應器,電源適配器",
深圳市博德越科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/48F205DDF198D0FECAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=851,Gaming,Purplelec,"外接硬碟,USB介面轉接頭、線材及集線器,USB-C 傳輸線/充電器/轉接頭/集線器",
深圳市四景電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/48F205DDF198D0FEB3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=852,"Gaming, QuantumComputing",FOUR SCENIC,"準系統及迷你電腦,桌上型電腦,工業用電腦,崁入式系統及周邊,電腦機殼,電腦終端機,雲端及資訊系統服務,工業平板電腦",
深圳市國鑫數智科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E04DDF99312D4C4DE3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=853,"ChatBot, DataCenter",,"伺服器,深度學習服務 / 設備,AI 伺服器",
深圳市國雲工控系統有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DE9EA13D32D1892C6AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=854,Edge,,"工業用電腦,工業用電腦主機板",
深圳市大唐計算機有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1AE036A8E7037ACD8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=855,"Edge, Embedded, SmartCity, SmartHome, SmartRetail",Maxtang,"工業用電腦,工業用電腦主機板,銷售點管理系統,多媒體機台,工業物聯網平台,工業物聯網解決方案,嵌入式單板電腦,數位電子看板",
深圳市奧力通科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DFC57EFFE8CABB679FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=856,SmartCity,Oreton,"個人電腦主機板,固態硬碟,外接硬碟,隨身碟,動態隨機存取記憶體",
深圳市奧斯珂科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/3289728A00B9F6E766B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=857,"EnergyStorage, Gaming",,"固態硬碟,隨身碟",
深圳市完美顯示科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C973B01AA2027556CAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=859,MaaS,,"桌上型電腦,液晶顯示器,數位電子看板,電競螢幕",
深圳市居源海電子有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/83C44B7511591D76E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=860,"BigData, GenerativeAI",,"交換式電源供應器,電源適配器,插座",
福桑聯合企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/05289C1CAA5A6821C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1002,"EV, EnergyStorage",,,
禾信實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/76D6603671017C30C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1004,"AI, EnergyStorage, Gaming, Security, e-bike",GIANT POWER,觸控顯示器及面板,
禾貿科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/07A1A5E4285866AAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1005,"AI, CircularEconomy, Embedded, GenerativeAI, other",,"自動及工業控制器模組,崁入式系統及周邊,其他附加及介面卡,其他網通產品",
科風股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8E71F5CD3D22C587C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1009,"6G, AI, AI Service, WiFi6E, e-bike",PCM,不斷電系統,
程鼎實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/46D7A9C4F7615213C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1011,"Gaming, Healthcare, Mobile",,其他電腦周邊,
穩瀛科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0DB1D8D43CACAEEDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1014,"Gaming, HPC, SI, Security, SmartRetail",InterWin,交換式電源供應器,
立威科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4093AA0E839467CFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1016,"EdgeComputing, Embedded",ATTEND,崁入式系統及周邊,
立寶電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7B45D4D81585E678C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1017,Gaming,,電腦鍵盤,
立端科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4441476AC96D4065C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1018,"AI, CyberSecurity, EdgeComputing, Security",Lanner,"工業用電腦,深度學習服務 / 設備,AI伺服器,邊緣運算",
立達國際電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5F7761EBF87B2857C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1019,"AI, BigData, Gaming",GIGASTONE,記憶卡,
競泰股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D18F9E0FA80B4444C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1020,"AI, ESG",,電腦鎖,
精益科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E2F9ED93ABBC81B1C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1023,"AI, Cloud, SI",Plustek,"多媒體機台,掃描器",
精矩科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5BF332F13C85B1A3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1024,Gaming,PSK-3910,"電腦鍵盤,滑鼠",
精聯電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5F820059B7562A0FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1025,"5G&Beyond, AI, Embedded, Healthcare, SmartRetail, WiFi6E",unitech,"工業級行動電腦,工業平板電腦,系統整合服務",
精英電腦股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C97163E3D691A6BAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1026,"AI, EdgeComputing, Embedded, WiFi6E, WiFi7",ECS,"準系統及迷你電腦,筆記型電腦,工業用電腦,個人電腦主機板,AI伺服器",
系統電子工業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D9E0544F41C98A54C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1027,"AI, AMR, AR/VR/MR/XR, AutonomousVehicles, EdgeComputing",Sysgration,"機器人,無人駕駛搬運車,VR / AR / MR應用,崁入式系統及周邊,無人機",
索摩樂科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9DEACA584D30C12AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1029,AR/VR/MR/XR,Thermalright,"散熱片及熱導管,導熱膏 / 散熱膏,電腦電源,電腦散熱裝置及風扇,其他電腦零組件",
索斯科亞洲有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/742C9A5CD320FF9CEBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=1030,"BigData, EnergyStorage, GenerativeAI, ImmersiveExperiences, QuantumComputing",Southco,"伺服器,工業用電腦,固態硬碟,網路儲存,網路交換器,水冷式散熱系統,浸沒式冷卻,AI 伺服器",
統玉科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CE1AD00B4314BDDBC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1032,"AI, other",TONE.YE,"耳麥,麥克風,電腦用喇叭",
綠億科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BABB2E9AD73AFA12C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1035,"6G, ESG, Embedded, WiFi6E, WiFi7",,通訊天線,
綠捷能智控股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/431995B2578B0924C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1038,"AI Service, DataCenter, EdgeComputing, SmartCity, SmartRetail",,"數據收集與辨識系統,深度學習服務 / 設備,影像辨識服務 / 設備,工業物聯網解決方案,CCTV攝影機,資料中心 / 雲端服務供應商",
維博電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/26F114797DC7229F8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=1039,"DataCenter, Edge, Embedded, GenerativeAI",WAFER,"嵌入式處理器,動態隨機存取記憶體,靜態隨機存取記憶體",
維夫拉克股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/618750D787953F05C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1040,SmartHome,,機器人,
維田科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/360A390449307B93C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1043,"AI, EV, EdgeComputing, Embedded, GenerativeAI",APLEX,工業用電腦,
網訊光電股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D81FAC8733A88E9DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1046,other,,觸控顯示器及面板,
網錄科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/2739F20A246498BDC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1047,"CyberSecurity, SmartRetail",WL,其他網通產品,
緯穎科技服務股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/833A729D13743CEAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=1048,"AI, Cloud, DataCenter, ESG, Liquidcooling",Wiwynn,伺服器,
